system:index,AHGFL1,AHGFL2,AL26EP,AL26EP_ERR,AL26NC,AL26NC_ERR,AL26NP,AL26NP_ERR,ALAMS,ALCORR,ALPROD,ALSELF,ALSNOW,ALSTND,ALTOPO,ALTOTS,AREA,AUTHOR,BASIN,BE10EP,BE10EP_ERR,BE10NC,BE10NC_ERR,BE10NP,BE10NP_ERR,BEAMS,BECORR,BEPROD,BESELF,BESNOW,BESTND,BETOPO,BETOTS,CNTRY,CORDS_ELEV,CRN_SUBCMP,DBDOI,DBVERNO,DIV_ADMIN,DIV_OTHER,EAL_ERR,EAL_GCMYR,EAL_MMKYR,EBE_ERR,EBE_GCMYR,EBE_MMKYR,ELEVATION,ELEV_AVE,ELEV_STD,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,IBRACODE,IBRAREGION,IGSNID,ISL_NAME,LAKE,MATERIAL,METASITEID,OAID,OBSID1,OBSID2,PROJECTION,PROJEPSGID,PUBYEAR,REFDBID,REFDOI,REFID,REGION_INT,REGION_REG,RIVDIV,RIVNAME,SITEID,SITE_COMMT,SIZEMAX,SIZEMIN,SLP_AVE,SLP_STD,SMPID,SMP_COMMT,SMP_DAY,SMP_MONTH,SMP_YEAR,STUDYID,X_WGS84,Y_WGS84,mean,realid,.geo
00000000000000000538,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ETH-Zurich,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.99,Palumbo,ND,99.0,15.0,124999.0,19160.0,137000.0,21000.0,ETH-Zurich,0.9124,4.089,1.0,1.0,S555,0.999,4.083,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,22.05,0.02372,89.52,-9999.99,1896.88,54.59,-9.99999,-9.99999,-9.99999,-9.99999,0.00375,0.00107,0.00435,0.00584,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000125,S070WTS017,06C12-(H3),WGS84_UTM_47N,32647,2010,Palumbo:2010tibet,10.1111/j.1365-3121.2010.00982.x,Terra_Nova_23,Heli Shan,NA,not applicable,not applicable,CRNST01156a,NA,710,250,146.3,62.1,CRNSM01364,NA,-9999,-9999,-9999,S070,100.072834,39.649299,132.81664499349802,2798,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,108071.24,Henck,Salween,130.0,15.0,427659.0,11859.0,427659.0,11859.0,PRIME-Lab,1.0,15.787,1.0,1.0,07KNSTD,0.99,15.658,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,17.33,0.02552,96.32,-9999.99,4653.82,545.26,-9.99999,-9.99999,-9.99999,-9.99999,7.1E-4,3.8E-4,0.00452,0.00459,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS001,10-SAL,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01157a,NA,425,180,359.96,240.77,CRNSM01365,NA,-9999,-9999,-9999,S071,98.797211,27.580374,511.30842127852884,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ab,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.2,Henck,Salween,80.0,10.0,161438.0,7129.0,161438.0,7129.0,PRIME-Lab,1.0,-99.999,-9.999,-9.999,07KNSTD,-9.999,-99.999,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,2007.04,283.68,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS002,11a-SAL,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01158a,NA,850,425,597.42,168.76,CRNSM01366,NA,-9999,-9999,-9999,S071,98.892005,27.235972,1433.938271604938,3064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,108979.63,Henck,Salween,100.0,13.0,532386.0,18243.0,532386.0,18243.0,PRIME-Lab,1.0,15.702,1.0,1.0,07KNSTD,0.99,15.573,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,13.93,0.02037,76.87,-9999.99,4637.84,573.8,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-4,3.0E-4,0.00361,0.00369,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS003,11b-SALa,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01159a,NA,850,180,362.06,241.68,CRNSM01367,NA,-9999,-9999,-9999,S071,98.892232,27.229564,516.622377532111,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,108979.63,Henck,Salween,90.0,10.0,591943.0,14123.0,591943.0,14123.0,PRIME-Lab,1.0,15.702,1.0,1.0,07KNSTD,0.99,15.573,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,12.41,0.01831,69.1,-9999.99,4637.84,573.8,-9.99999,-9.99999,-9.99999,-9.99999,4.4E-4,2.7E-4,0.00325,0.00329,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS004,11b-SALb,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01159a,NA,425,180,362.06,241.68,CRNSM01368,NA,-9999,-9999,-9999,S071,98.892232,27.229564,516.622377532111,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,111068.45,Henck,Salween,130.0,17.0,402267.0,15524.0,402267.0,15524.0,PRIME-Lab,1.0,15.507,1.0,1.0,07KNSTD,0.99,15.379,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,18.31,0.02666,100.62,-9999.99,4601.06,635.73,-9.99999,-9.99999,-9.99999,-9.99999,0.00103,4.0E-4,0.00472,0.00485,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS005,12-SAL,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01160a,NA,425,180,366.84,243.79,CRNSM01369,NA,-9999,-9999,-9999,S071,98.900478,26.479606,530.1803831544627,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,113040.04,Henck,Salween,180.0,20.0,294362.0,12158.0,294362.0,12158.0,PRIME-Lab,1.0,15.318,1.0,1.0,07KNSTD,0.989,15.189,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,24.81,0.03604,135.98,-9999.99,4563.35,697.92,-9.99999,-9.99999,-9.99999,-9.99999,0.0015,5.5E-4,0.00638,0.00658,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS006,13b-SAL,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01161a,NA,425,180,370.64,245.0,CRNSM01370,NA,-9999,-9999,-9999,S071,98.85166,25.853247,543.7270479304339,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,91009.53,Henck,Mekong,170.0,30.0,261412.0,14464.0,261412.0,14464.0,PRIME-Lab,1.0,13.571,1.0,1.0,07KNSTD,0.991,13.473,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,25.4,0.03607,136.1,-9999.99,4252.78,755.41,-9.99999,-9.99999,-9.99999,-9.99999,0.00201,6.1E-4,0.0064,0.00673,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS007,14a-MEK,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01162a,NA,425,180,375.95,205.09,CRNSM01371,NA,-9999,-9999,-9999,S071,99.29682,25.423591,593.2046259048823,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1394.33,Henck,Yangtze,130.0,16.0,360619.0,11421.0,360619.0,11421.0,PRIME-Lab,1.0,13.992,1.0,1.0,07KNSTD,0.988,13.837,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,18.31,0.02681,101.17,-9999.99,4357.52,378.8,-9.99999,-9.99999,-9.99999,-9.99999,8.5E-4,4.4E-4,0.00476,0.00485,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS008,15-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01163a,NA,425,180,478.79,185.31,CRNSM01372,NA,-9999,-9999,-9999,S071,98.559951,31.750994,566.758605723364,690,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1445.19,Henck,Yangtze,120.0,15.0,384297.0,13299.0,384297.0,13299.0,PRIME-Lab,1.0,13.911,1.0,1.0,07KNSTD,0.988,13.755,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,17.14,0.025,94.35,-9999.99,4339.59,392.98,-9.99999,-9.99999,-9.99999,-9.99999,8.7E-4,4.1E-4,0.00444,0.00454,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS009,16-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01164a,NA,425,180,480.45,185.6,CRNSM01373,NA,-9999,-9999,-9999,S071,98.595415,31.685399,566.912967982047,457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,248228.31,Henck,Yangtze,14.0,1.0,4063015.0,59101.0,4063015.0,59101.0,PRIME-Lab,1.0,18.518,1.0,1.0,07KNSTD,0.999,18.495,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.12,0.00308,11.63,-9999.99,4840.26,305.93,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-5,3.0E-5,5.6E-4,5.6E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS011,17-YANGb,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01165a,NA,425,180,127.09,153.18,CRNSM01375,NA,-9999,-9999,-9999,S071,98.86114,31.403771,276.65534243811874,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,248228.31,Henck,Yangtze,13.0,1.0,4215088.0,94795.0,4215088.0,94795.0,PRIME-Lab,1.0,18.518,1.0,1.0,07KNSTD,0.999,18.495,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.05,0.00297,11.19,-9999.99,4840.26,305.93,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,3.0E-5,5.4E-4,5.4E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS010,17-YANGa,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01165a,NA,850,180,127.09,153.18,CRNSM01374,NA,-9999,-9999,-9999,S071,98.86114,31.403771,276.65534243811874,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,139.9,Henck,Yangtze,120.0,21.0,360839.0,26401.0,360839.0,26401.0,PRIME-Lab,1.0,14.565,1.0,1.0,07KNSTD,0.991,14.454,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,20.34,0.02797,105.55,-9999.99,4431.98,351.05,-9.99999,-9.99999,-9.99999,-9.99999,0.00207,4.4E-4,0.00496,0.00539,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS012,18-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01166a,NA,425,180,393.59,180.57,CRNSM01376,NA,-9999,-9999,-9999,S071,98.652892,31.687915,567.8098794736953,1696,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1563.38,Henck,Yangtze,70.0,10.0,651735.0,29344.0,651735.0,29344.0,PRIME-Lab,1.0,13.528,1.0,1.0,07KNSTD,0.995,13.461,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,10.02,0.01439,54.29,-9999.99,4325.39,283.07,-9.99999,-9.99999,-9.99999,-9.99999,6.5E-4,2.3E-4,0.00256,0.00265,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS013,19a-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01167a,NA,425,180,319.82,162.48,CRNSM01377,NA,-9999,-9999,-9999,S071,98.368088,31.641653,533.4051494676496,677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1084.54,Henck,Yangtze,49.0,5.0,924199.0,20444.0,924199.0,20444.0,PRIME-Lab,1.0,13.756,1.0,1.0,07KNSTD,0.995,13.694,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,7.01,0.01029,38.82,-9999.99,4338.9,286.45,-9.99999,-9.99999,-9.99999,-9.99999,2.3E-4,1.6E-4,0.00184,0.00186,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS014,19b-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01168a,NA,425,180,311.35,164.27,CRNSM01378,NA,-9999,-9999,-9999,S071,98.349078,31.679448,532.7797859985199,723,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,312405.78,Henck,Yangtze,20.0,2.0,2661264.0,52493.0,2661264.0,52493.0,PRIME-Lab,1.0,17.091,1.0,1.0,07KNSTD,0.996,17.049,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.0,0.00438,16.52,-9999.99,4672.75,518.51,-9.99999,-9.99999,-9.99999,-9.99999,9.0E-5,5.0E-5,7.9E-4,7.9E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS015,1b-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01169a,NA,425,180,187.43,204.92,CRNSM01379,NA,-9999,-9999,-9999,S071,100.019868,26.908662,346.70387570121704,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1695.01,Henck,Yangtze,48.0,6.0,948113.0,30610.0,948113.0,30610.0,PRIME-Lab,1.0,13.506,1.0,1.0,07KNSTD,0.995,13.437,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,6.77,0.00984,37.12,-9999.99,4302.88,303.24,-9.99999,-9.99999,-9.99999,-9.99999,3.2E-4,1.5E-4,0.00176,0.00179,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS016,20-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01170a,NA,425,180,332.42,170.31,CRNSM01380,NA,-9999,-9999,-9999,S071,98.389885,31.584918,534.6054201830906,629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1449.11,Henck,Yangtze,48.0,6.0,949300.0,36916.0,949300.0,36916.0,PRIME-Lab,1.0,13.418,1.0,1.0,07KNSTD,0.997,13.374,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,6.78,0.00978,36.9,-9999.99,4320.01,221.82,-9.99999,-9.99999,-9.99999,-9.99999,3.9E-4,1.5E-4,0.00175,0.0018,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS017,21-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01171a,NA,425,180,280.45,139.16,CRNSM01381,NA,-9999,-9999,-9999,S071,98.158655,31.406824,524.7706058304052,563,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,359.87,Henck,Yangtze,58.0,8.0,782810.0,33147.0,782810.0,33147.0,PRIME-Lab,1.0,13.373,1.0,1.0,07KNSTD,0.998,13.344,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,8.24,0.01186,44.74,-9999.99,4318.75,171.42,-9.99999,-9.99999,-9.99999,-9.99999,5.1E-4,1.9E-4,0.00212,0.00218,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS018,22-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01172a,NA,425,180,248.73,126.65,CRNSM01382,NA,-9999,-9999,-9999,S071,97.974504,31.320586,518.4482849414749,1094,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,429.43,Henck,Yangtze,60.0,8.0,881427.0,39199.0,881427.0,39199.0,PRIME-Lab,1.0,15.011,1.0,1.0,07KNSTD,0.996,14.952,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,8.19,0.01178,44.44,-9999.99,4570.53,209.93,-9.99999,-9.99999,-9.99999,-9.99999,5.3E-4,1.7E-4,0.0021,0.00217,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS019,24-YANG,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01173a,NA,425,180,311.6,141.85,CRNSM01383,NA,-9999,-9999,-9999,S071,97.880624,31.401142,519.3879839929328,1002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,16871.05,Henck,Mekong,170.0,20.0,296760.0,10966.0,296760.0,10966.0,PRIME-Lab,1.0,15.834,1.0,1.0,07KNSTD,0.994,15.747,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,25.35,0.03704,139.77,-9999.99,4616.4,390.22,-9.99999,-9.99999,-9.99999,-9.99999,0.00137,5.5E-4,0.00655,0.00672,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS020,26-MEKa,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01174a,NA,850,180,337.16,186.26,CRNSM01384,NA,-9999,-9999,-9999,S071,97.162205,31.149545,527.2207886151142,167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,16871.05,Henck,Mekong,180.0,20.0,317841.0,9684.0,317841.0,9684.0,PRIME-Lab,1.0,15.834,1.0,1.0,07KNSTD,0.994,15.747,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,23.51,0.03458,130.47,-9999.99,4616.4,390.22,-9.99999,-9.99999,-9.99999,-9.99999,0.00106,5.1E-4,0.00612,0.00623,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS021,26-MEKb,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01174a,NA,425,180,337.16,186.26,CRNSM01385,NA,-9999,-9999,-9999,S071,97.162205,31.149545,527.2207886151142,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,36721.77,Henck,Mekong,140.0,17.0,375523.0,13219.0,375523.0,13219.0,PRIME-Lab,1.0,15.291,1.0,1.0,07KNSTD,0.994,15.207,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,19.33,0.02826,106.63,-9999.99,4527.58,352.41,-9.99999,-9.99999,-9.99999,-9.99999,0.001,4.3E-4,0.00501,0.00512,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS022,27-MEKa,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01175a,NA,425,180,326.58,190.91,CRNSM01386,NA,-9999,-9999,-9999,S071,97.178388,31.149945,496.6619177240921,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,PRIME-Lab,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,36721.77,Henck,Mekong,120.0,14.0,432965.0,12691.0,432965.0,12691.0,PRIME-Lab,1.0,15.291,1.0,1.0,07KNSTD,0.994,15.207,CHN,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,16.67,0.02449,92.43,-9999.99,4527.58,352.41,-9.99999,-9.99999,-9.99999,-9.99999,7.2E-4,3.7E-4,0.00434,0.00442,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000075,S071WTS023,27-MEKb,WGS84_UTM_47N,32647,2011,Henck:2011three,10.1016/j.epsl.2010.12.038,Earth_Planet_Sc_Lett_303,Three Rivers Region,NA,not applicable,not applicable,CRNST01175a,NA,425,180,326.58,190.91,CRNSM01386,NA,-9999,-9999,-9999,S071,97.178388,31.149945,496.6619177240921,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
